Name,smile,value,label_cutoff_50%
octreotide,CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(N)Cc2ccccc2)C(O)=NC(Cc2ccccc2)C(O)=NC(Cc2c[nH]c3ccccc23)C(O)=NC(CCCCN)C(O)=NC(C(C)O)C(O)=N1,1,0
fosmidomycin,O=CN(O)CCCP(=O)(O)O,20,0
metformin,CN(C)C(=N)NC(=N)N,52,1
alendronate,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,1,0
fluorouracil,Oc1ncc(F)c(O)n1,28,0
flucytosine,N=c1[nH]c(O)ncc1F,84,1
methimazole,Cn1ccnc1S,93,1
acetazolamide,CC(O)=Nc1nnc(S(N)(=O)=O)s1,99,1
succimer,O=C(O)C(S)C(S)C(=O)O,20,0
homocysteine,NC(CCS)C(=O)O,53,1
sirolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,15,0
fidaxomicin,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O,≈0[1],0
colistin,CCC(C)CCCC(O)=NC(CCN)C(O)=NC(C(O)=NC(CCN)C(O)=NC1CCN=C(O)C(C(C)O)N=C(O)C(CCN)N=C(O)C(CCN)N=C(O)C(CC(C)C)N=C(O)C(CC(C)C)N=C(O)C(CCN)N=C1O)C(C)O,0,0
cisatracurium,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,2,0
anidulafungin,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)N=C(O)C5C(O)C(C)CN5C(=O)C(C(C)O)N=C(O)C(C(O)C(O)c5ccc(O)cc5)N=C(O)C5CC(O)CN5C(=O)C(C(C)O)N=C4O)cc3)cc2)cc1,2,0
isovaleramide,CC(C)CC(=N)O,>80[1],1
penicillamine,CC(C)(S)C(N)C(=O)O,50,1
acamprosate,CC(O)=NCCCS(=O)(=O)O,11,0
alafosfalin,CC(N)C(O)=NC(C)P(=O)(O)O,50,1
Olpadronic acid,CN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,2,0
allopurinol,Oc1ncnc2n[nH]cc12,53,1
mercaptopurine,Sc1ncnc2[nH]cnc12,12,0
pyrazinamide,N=C(O)c1cnccn1,90,1
thioguanine,N=c1nc(S)c2nc[nH]c2[nH]1,30,0
pentaerythritol_tetranitrate,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],60,1
methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,100,1
carmustine,O=NN(CCCl)C(O)=NCCCl,11.5,0
tiopronin,CC(S)C(O)=NCC(=O)O,63,1
acetylcysteine,CC(O)=NC(CS)C(=O)O,5,0
piracetam,N=C(O)CN1CCCC1=O,100,1
oxiracetam,N=C(O)CN1CC(O)CC1=O,75,1
vigabatrin,C=CC(N)CCC(=O)O,99,1
cystemustine,CS(=O)(=O)CCN=C(O)N(CCCl)N=O,>50[2],1
eflornithine,NCCCC(N)(C(=O)O)C(F)F,55,1
dextrose,O=CC(O)C(O)C(O)C(O)CO,99,1
glucosamine,NC1C(O)OC(CO)C(O)C1O,26,0
l-arginine,N=C(N)NCCCC(N)C(=O)O,68,1
mannitol,OCC(O)C(O)C(O)C(O)CO,7,0
busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,70,1
treosulfan,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,97,1
nicotinic acid,O=C(O)c1cccnc1,60,1
acipimox,Cc1cnc(C(=O)O)c[n+]1[O-],90,1
temozolomide,Cn1nnc2c(C(=N)O)[nH]nc2c1=O,96,1
amiloride,N=C(N)N=C(O)c1nc(Cl)c(N)nc1N,50,1
clomethiazole,Cc1ncsc1CCCl,25,0
isosorbide_dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,22,0
vitamin,O=C1C(O)=C(O)OC1C(O)CO,99,1
metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,99,1
isosorbide-5-mononitrate,O=[N+]([O-])OC1COC2C(O)COC12,93,1
ornidazole,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,97,1
carbimazole,CCOC(=O)n1ccn(C)c1=S,0,0
secnidazole,Cc1ncc([N+](=O)[O-])n1CC(C)O,99,1
misonidazole,COCC(O)Cn1ccnc1[N+](=O)[O-],91,1
ethosuximide,CCC1(C)CC(O)=NC1=O,93,1
risedronate,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,1,0
ifosfamide,O=P1(NCCCl)OCCCN1CCCl,92,1
cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,74,1
levocarnitine,C[N+](C)(C)CC(O)CC(=O)[O-],15,0
saccharin,O=S1(=O)N=C(O)c2ccccc21,84,1
chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,13,0
salicylic_acid,O=C(O)c1ccccc1O,99,1
salicylamide,N=C(O)c1ccccc1O,10,0
mesalazine,Nc1ccc(O)c(C(=O)O)c1,25,0
theobromine,Cn1cnc2c1c(O)nc(=O)n2C,80,1
theobromine,Cn1c2ncnc-2c([O-])n(C)c1=O,20,0
theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,96,1
tiludronate,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,6,0
ethionamide,CCc1cc(C(=N)S)ccn1,80,1
caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,98,1
enprofylline,CCCn1c(=O)nc(O)c2nc[nH]c21,85,1
dotc,N=c1ccn(C2COC(CO)S2)c(O)n1,80,1
troxacitabine,N=c1ccn(C2COC(CO)O2)c(O)n1,≈0[1],0
acyclovir,N=c1nc(O)c2ncn(COCCO)c2[nH]1,22.5,0
dopamine,NCCc1ccc(O)c(O)c1,76,1
norfenefrine,NCC(O)c1ccc(O)cc1,5,0
octopamine,NCC(O)c1cccc(O)c1,5,0
betahistine,CNCCc1ccccn1,100,1
decitabine,N=c1ncn(C2CC(O)C(CO)O2)c(O)n1,≈0[1],0
ribavirin,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,60,1
azacytidine,N=c1ncn(C2OC(CO)C(O)C2O)c(O)n1,18,0
adefovir,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,12,0
lamivudine,N=C1CCN(C2CSC(CO)O2)C(O)=N1,86,1
arecoline,COC(=O)C1=CCCN(C)C1,≈0[1],0
levetiracetam,CCC(C(=N)O)N1CCCC1=O,100,1
cidofovir,N=c1ccn(CC(CO)OCP(=O)(O)O)c(O)n1,5,0
streptozocin,CN(N=O)C(O)=NC1C(O)OC(CO)C(O)C1O,21,0
famotidine,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,42,0
valproic_acid,CCCC(CCC)C(=O)O,99,1
depamide,CCCC(CCC)C(=N)O,68,1
pregabalin,CC(C)CC(CN)CC(=O)O,90,1
miglitol,OCCN1CC(O)C(O)C(O)C1CO,60,1
incadronate,O=P([O-])([O-])C(NC1CCCCCC1)P(=O)(O)O,1,0
penclomedine,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,49,0
nitrofurantoin,O=C1N=C(O)CN1N=Cc1ccc([N+](=O)[O-])o1,87,1
diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,90,1
guanabenz,N=C(N)NN=Cc1c(Cl)cccc1Cl,75,1
zonisamide,NS(=O)(=O)Cc1noc2ccccc12,49,0
tegafur,O=c1nc(O)c(F)cn1C1CCCO1,>80[1],1
nicorandil,O=[N+]([O-])OCCN=C(O)c1cccnc1,75,1
acetaminophen,CC(O)=Nc1ccc(O)cc1,88,1
clavulanic_acid,O=C(O)C1C(=CCO)OC2CC(=O)N21,75,1
carisbamate,N=C(O)OCC(O)c1ccccc1Cl,94,1
elvucitabine,N=c1nc(O)n(C2C=CC(CO)O2)cc1F,41,0
ethoxzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,65,1
gemcitabine,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(O)n1,10,0
fiacitabine,N=c1nc(O)n(C2OC(CO)C(O)C2F)cc1I,>80[1],1
doxifluridine,CC1OC(n2cc(F)c(O)nc2=O)C(O)C1O,40,0
floxuridine,O=c1nc(O)c(F)cn1C1CC(O)C(CO)O1,90,1
tranylcypromine,NC1CC1c1ccccc1,50,1
levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O,41,0
droxidopa,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,90,1
moxonidine,COc1nc(C)nc(Cl)c1NC1=NCCN1,88,1
emtricitabine,N=c1nc(O)n(C2CCC(CO)O2)cc1F,93,1
pidotimod,O=C(O)C1CSCN1C(=O)C1CCC(O)=N1,45,0
prothionamide,CCCc1cc(C(=N)S)ccn1,100,1
dextroamphetamine,CC(N)Cc1ccccc1,75,1
pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,7.6,0
cytarabine,N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,20,0
mizoribine,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,12,0
gepefrine,CC(N)Cc1cccc(O)c1,90,1
phenylpropanolamine,CC(N)C(O)c1ccccc1,95,1
phenylephrine,CNCC(O)c1ccc(O)cc1,35,0
phenylephrine,CNCC(O)c1cccc(O)c1,35,0
minoxidil,N=c1[nH]c(N2CCCCC2)cc[n+]1[O-],95,1
molsidomine,CCOC(=O)Nc1c[n+](N2CCOCC2)no1,>50[2],1
acadesine,N=C(O)c1ncn(C2OC(CO)C(O)C2O)c1N,5,0
tenofovir,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,25,0
captopril,CC(CS)C(=O)N1CCCC1C(=O)O,69,1
lomustine,O=NN(CCCl)C(O)=NC1CCCCC1,100,1
gabapentin,NCC1(CC(=O)O)CCCCC1,60,1
acetylcarnitine,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,10,0
trofosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,99,1
ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,1,0
clioquinol,Oc1c(I)cc(Cl)c2cccnc12,11,0
iodoquinol,Oc1c(I)cc(I)c2cccnc12,8,0
coumarin,O=c1ccc2ccccc2o1,3,0
lamotrigine,N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1,98,1
azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,60,1
tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,21,0
aspirin,CC(=O)Oc1ccccc1C(=O)O,68,1
clonidine,Clc1cccc(Cl)c1NC1=NCCN1,95,1
guanfacine,N=C(N)N=C(O)Cc1c(Cl)cccc1Cl,81,1
diloxanide,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,90,1
clodronate,O=P([O-])([O-])C(Cl)(Cl)P(=O)(O)O,1,0
hydroxyurea,N=C(O)NO,79,1
